,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
8249835,2016-05-22-040634,"Now we know the gun lobby is powerful; I believe it's the most powerful lobby in Washington. And we know that some candidates will say or do anything to keep them happy. Just yesterday, at the NRA's annual convention, Donald Trump said that in his very first hour as president, heaven forbid, (laughter, cheering) he would overturn President Obama's actions to strengthen background checks.",None,[],2016-05-22 08:57:55,1,"[['None', '0.4169'], ['Hillary Clinton', '0.3243'], ['Trayvon Martin', '0.1392'], ['Donald Trump', '0.1196']]",['http://euronews.com/2016/05/22/clinton-slams-trump-on-guns/'],E
8250793,2016-01-01-037786,The gun lobby is loud and well organised in its defense of effortlessly available guns for anyone. The rest of us are going to have to be just as passionate and well organised in our defense of our kids.,Barack Obama,['Q76'],2016-01-01 18:14:59,1,"[['Barack Obama', '0.7628'], ['None', '0.1968'], ['Eric Schultz', '0.0404']]",['http://www.irishtimes.com/news/world/us/obama-to-discuss-gun-violence-with-attorney-general-1.2482444'],E
8251167,2016-02-23-126197,"There are supporters of the bill, and then there's the naysayers that don't believe in the Second Amendment,",Alan Powell,"['Q11850521', 'Q45189428']",2016-02-23 23:46:38,1,"[['Alan Powell', '0.903'], ['None', '0.097']]",['http://redandblack.com/uganews/campus-carry-bill-passes-house-public-safety-and-homeland-security/article_16456d48-d59b-11e5-9806-a321c076d4ea.html'],E
8252124,2016-08-10-115612,"We have to protect the Second Amendment, it's under siege.",Donald Trump,"['Q22686', 'Q27947481']",2016-08-10 22:53:59,3,"[['Donald Trump', '0.851'], ['None', '0.146'], ['Hillary Clinton', '0.003']]","['http://www.nytimes.com/2016/08/11/us/politics/trump-rally.html?ref=politics', 'http://www.nwaonline.com/news/2016/aug/11/trump-on-economy-i-can-fix-it-20160811-1/', 'http://arkansasonline.com/news/2016/aug/11/trump-on-economy-i-can-fix-it-20160811-1/?latest']",E
8252191,2016-01-15-001375,"We must close the loopholes in our assault weapons ban so that guns like the ones used in San Bernardino, Newtown, and Aurora cannot be bought legally in our state,",David Chiu,"['Q1173987', 'Q17502165', 'Q5232352']",2016-01-15 22:02:29,1,"[['David Chiu', '0.8499'], ['None', '0.1466'], ['Marc Levine', '0.0019'], ['Phil Ting', '9.0E-4'], ['Rob Bonta', '7.0E-4']]",['http://bearingarms.com/detachable-magazines-cost-lives-gun-controllers-rage-california/'],E
8252970,2016-09-09-000661,"[ The Second Amendment ] is a paramount right given to us in the Constitution that cannot be toyed with,",David Perdue,['Q17402717'],2016-09-09 17:55:25,1,"[['David Perdue', '0.9069'], ['None', '0.0778'], ['Gov. Nathan Deal', '0.0145'], ['Hillary Clinton', '8.0E-4']]",['http://writecsu.wordpress.com/2016/09/09/senator-david-perdue-visits-csu/'],E
8254235,2016-12-22-022821,Having discredited Katie Couric who is being sued by gun rights activists for defamation host the `Today Show' only reinforces the bias against the Second Amendment the network has shown.,Alan Gottlieb,['Q4706742'],2016-12-22 10:52:17,1,"[['Alan Gottlieb', '0.897'], ['None', '0.0957'], ['Katie Couric', '0.0073']]",['http://freebeacon.com/issues/katie-couric-guest-host-today-show-despite-deceptive-editing-controversy/'],E
8254630,2016-08-11-029967,"I am the daughter of a man who was shot by someone who got his inspiration from a movie, someone who believed if he killed the president, the actress from the movie would notice him. Your glib and horrifying comment about `Second Amendment people' was heard around the world,",Patti Davis,['Q469302'],2016-08-11 16:02:00,1,"[['Patti Davis', '0.7026'], ['None', '0.2275'], ['Donald Trump', '0.0699']]",['http://www.dw.com/en/trump-accuses-obama-of-being-islamic-state-founder/a-19468610?maca=en-rss-en-all-1573-rdf'],E
8256479,2016-08-11-066518,"Mr. Trump was saying exactly what he said. He was speaking about Hillary Clinton and gun control,",Katrina Pierson,['Q22121130'],2016-08-11 14:53:47,1,"[['Katrina Pierson', '0.5199'], ['None', '0.3779'], ['Jake Tapper', '0.0716'], ['Donald Trump', '0.0306']]",['http://blogs.alternet.org/election-2016/larry-wilmore-shreds-insane-spin-trump-spokesperson-katrina-pierson-fck-you'],E
8258659,2016-07-17-064154,"We also must have a thoughtful conversation about our laws on the availability of firearms and ammunition, and the implications on the Second Amendment, the rights of law-abiding citizens, and general public safety,",Creigh Deeds,['Q2040270'],2016-07-17 06:00:00,1,"[['Creigh Deeds', '0.6303'], ['None', '0.3502'], ['Bob Gibson', '0.0195']]",['http://martinsvillebulletin.com/opinion/columnists/gibson-virginia-embarks-on-a-monumental-discussion/article_76f6b4d0-a9a3-5798-a093-0d193e8fa497.html'],E
8260454,2016-09-19-015831,Congressman Nolan is the first person I know that says they are for the Second Amendment and gets an `F' rating from the [ National Rifle Association ].,Stewart Mills,['Q7615891'],2016-09-19 19:11:21,1,"[['Stewart Mills', '0.4637'], ['Rick Nolan', '0.437'], ['None', '0.0992']]",['http://fox21online.com/news/local-news/Candidates-Spar-in-Debate-for-MN-8th-District-Congressional-Seat/41732732'],E
8262367,2016-07-21-061025,"In some ways, the Second Amendment people are right: This gun is not going to get up and shoot someone on its own. But people make bad decisions. As a society, we are proving that over and over again,",Andrew Mills,"['Q46043542', 'Q4758033']",2016-07-21 01:00:00,1,"[['Andrew Mills', '0.8035'], ['None', '0.1965']]",['http://www.northcoastjournal.com/humboldt/strapped/Content?oid=3883924'],E
8264016,2016-08-17-093272,"stepping up enforcement of the state's assault weapons ban, including a crackdown on the sale of copycat weapons.",Maura Healey,['Q16205062'],2016-08-17 15:15:34,3,"[['Maura Healey', '0.6111'], ['None', '0.3889']]","['http://freebeacon.com/issues/gun-right-fight-heats-up-in-mass/', 'http://www.foxnews.com/politics/2016/08/17/gun-rights-group-protests-assault-weapons-crackdown-by-massachusetts-ag.html?intcmp=latestnews', 'http://www.foxnews.com/politics/2016/08/17/gun-rights-group-protests-assault-weapons-crackdown-by-massachusetts-ag.html?intcmp=trending']",E
8265083,2016-08-10-103818,"This is a political movement. This is a strong powerful movement, the Second Amendment. (...) There can be no other interpretation.",None,[],2016-08-10 00:00:00,7,"[['None', '0.9056'], ['Hillary Clinton', '0.0944']]","['http://www.vanguardngr.com/2016/08/nine-times-trump-said-didnt-say-said/', 'http://news.yahoo.com/nine-times-trump-said-didnt-said-180122128.html', 'http://www.breitbart.com/news/nine-times-when-trump-said-he-didnt-say-what-he-said/', 'http://www.timesofisrael.com/nine-times-when-trump-said-he-didnt-say-what-he-said/', 'http://www.hindustantimes.com/world-news/nine-times-donald-trump-did-not-say-something-controversial-he-actually-did/story-TNn4X0BALUrO8E5H19P37M.html', 'https://www.yahoo.com/news/nine-times-trump-said-didnt-said-180122128.html', 'http://timesofindia.indiatimes.com/Nine-times-when-Donald-Trump-said-he-didnt-say-what-he-said/listshow/53665569.cms']",E
8265158,2016-08-16-128093,"This seminar is for individuals who are interested in learning how to safely protect themselves and their families, and learn more about their Second Amendment rights.",Mike Tobash,['Q6849056'],2016-08-16 10:58:23,1,"[['Mike Tobash', '0.8233'], ['None', '0.1767']]",['http://newsitem.com/news/2016-08-16/Local/Concealed_carry_seminar_to_be_held_in_Wiconisco.html'],E
8266697,2016-08-10-004693,"Although, the Second Amendment people-maybe there is, I don't know. But I'll tell you what. That will be a horrible day.",Donald Trump,"['Q22686', 'Q27947481']",2016-08-10 19:24:00,14,"[['Donald Trump', '0.5765'], ['None', '0.3796'], ['Hillary Clinton', '0.0439']]","['http://www.wbtv.com/story/32730281/report-secret-service-talks-with-trump-campaign-about-2nd-amendment-remarks', 'http://www.wistv.com/story/32730281/report-secret-service-talks-with-trump-campaign-about-2nd-amendment-remarks', 'http://www.wmbfnews.com/story/32730281/report-secret-service-talks-with-trump-campaign-about-2nd-amendment-remarks', 'http://newschannel10.com/story/32730281/report-secret-service-talks-with-trump-campaign-about-2nd-amendment-remarks', 'http://kmov.com/story/32730281/report-secret-service-talks-with-trump-campaign-about-2nd-amendment-remarks', 'http://wave3.com/story/32730281/report-secret-service-talks-with-trump-campaign-about-2nd-amendment-remarks', 'http://www.washingtontimes.com/news/2016/aug/10/what-did-trump-say-some-views-on-second-amendment-/?utm_source=RSS_Feed&utm_medium=RSS', 'http://wtrf.com/story/32731855/what-did-trump-say-some-views-on-second-amendment-remark', 'http://wtol.com/story/32731856/what-did-trump-say-some-views-on-second-amendment-remark', 'http://nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11691656', 'http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11691656&ref=rss', 'http://wect.com/story/32732327/what-did-trump-say-some-views-on-second-amendment-remark', 'http://waff.com/story/32730281/report-secret-service-talks-with-trump-campaign-about-2nd-amendment-remarks', 'http://fox19.com/story/32731855/what-did-trump-say-some-views-on-second-amendment-remark']",E
8266789,2016-04-24-003549,"And there is absolutely no conflict between protecting the Second Amendment rights of gun owners and protecting our children, our teenagers and other of our neighbors, family and friends.",Hillary Clinton,['Q6294'],2016-04-24 23:09:09,5,"[['Hillary Clinton', '0.7628'], ['None', '0.2372']]","['http://fairfield.dailyvoice.com/politics/clinton-takes-on-guns-addiction-wages-during-bridgeport-campaign-rally/654972/', 'http://stamford.dailyvoice.com/politics/clinton-takes-on-guns-addiction-wages-during-bridgeport-campaign-rally/654972/', 'http://newcanaan.dailyvoice.com/politics/clinton-takes-on-guns-addiction-wages-during-bridgeport-campaign-rally/654972/', 'http://ridgefield.dailyvoice.com/politics/clinton-takes-on-guns-addiction-wages-during-bridgeport-campaign-rally/654972/', 'http://mountvernon.dailyvoice.com/politics/westchesters-clinton-takes-on-guns-addiction-wages-during-area-rally/654974/']",E
8267746,2016-08-18-026826,"has recommended that players stay away from gun ownership,",Benjamin Watson,['Q444253'],2016-08-18 00:00:00,1,"[['Benjamin Watson', '0.6478'], ['None', '0.3522']]",['http://bleacherreport.com/articles/2658561-nfl-includes-gun-ownership-conduct-to-players-social-responsibility-training'],E
8267982,2016-07-28-029710,"Hillary has made it a central plank. If she wins, she is going to say, `It's my mandate.' She campaigned for gun control and I think that she's going to push for it.",David Berman,"['Q3269263', 'Q42812504', 'Q5231353', 'Q5231354', 'Q59149371']",2016-07-28 09:30:12,1,"[['David Berman', '0.7625'], ['None', '0.1721'], ['Dorothy Johnson', '0.0654']]",['http://azcentral.com/story/news/politics/elections/2016/07/28/democratic-national-convention-democrats-gun-control/87579870/'],E
8276571,2016-05-11-076605,Let's be real: The assault weapons banned by Maryland's [ law ] are exceptionally lethal weapons of war,B. King,['Q21556317'],2016-05-11 15:08:39,1,"[['B. King', '0.7449'], ['None', '0.2551']]",['http://pjmedia.com/trending/2016/05/11/appeals-court-to-revisit-maryland-assault-weapon-ban/'],E
8279046,2016-05-25-124171,"We campaigned on securing our border, defending the Second Amendment and religious liberty (and) keeping the federal government out of our business, and that's what we intend to do,",None,[],2016-05-25 03:14:15,1,"[['None', '0.5868'], ['Cole Hefner', '0.4132']]",['http://news-journal.com/news/2016/may/24/hefner-to-replace-hughes-in-house-d5/'],E
8280755,2016-07-24-008681,"Clearly we will have to have a discussion in the near future about whether the current gun control laws are sufficient,",Stephan Mayer,['Q1648387'],2016-07-24 00:00:00,14,"[['Stephan Mayer', '0.6907'], ['None', '0.1565'], ['Sigmar Gabriel', '0.1394'], ['Angela Merkel', '0.0093'], ['David Sonboly', '0.0024'], ['Thomas de Maiziere', '0.0012'], ['Joachim Herrmann', '6.0E-4']]","['http://www.firstpost.com/world/munich-shooting-german-officials-call-for-tighter-gun-control-laws-2913026.html', 'http://uk.reuters.com/article/uk-europe-attacks-germany-idUKKCN1030Z7', 'http://www.nytimes.com/reuters/2016/07/24/world/europe/24reuters-europe-attacks-germany.html', 'https://sg.news.yahoo.com/german-officials-urge-close-look-gun-laws-wake-115441087.html', 'http://www.reuters.com/article/us-europe-attacks-germany-idUSKCN1030Z5?il=0', 'http://cyprus-mail.com/2016/07/24/german-officials-urge-close-look-gun-laws-wake-shooting/', 'http://malaysiandigest.com/frontpage/29-4-tile/623102-german-officials-urge-close-look-at-gun-laws-in-wake-of-shooting.html', 'http://feeds.reuters.com/~r/Reuters/UKTopNews/~3/sscD6A4jMws/uk-europe-attacks-germany-idUKKCN1030Z7', 'http://malaysiandigest.com/world/623102-german-officials-urge-close-look-at-gun-laws-in-wake-of-shooting.html', 'http://radioaustralia.net.au/international/2016-07-24/munich-attack-gunman-planned-shooting-for-a-year-did-not-specifically-choose-victims-officials-say/1601678', 'http://www.breitbart.com/london/2016/07/24/strict-gun-control-germany-mulls-gun-control-munich-shootings/', 'http://www.msn.com/en-in/news/world/munich-shooting-sparks-calls-for-more-gun-control/ar-BBuKI0p?srcref=rss', 'http://www.smh.com.au/world/munich-shooting-attack-was-one-year-in-the-planning-says-state-crime-office-20160725-gqcsog.html', 'http://www.theage.com.au/world/munich-shooting-attack-was-one-year-in-the-planning-says-state-crime-office-20160725-gqcsog.html']",E
8281118,2016-08-08-019601,"For the sake of the rule of law, for the sake of the sanctity of life, for the sake of our Second Amendment and all of our God-given liberties, we must assure the next president making appointments to the Supreme Court of the United States of America is President Donald Trump,",None,[],2016-08-08 16:50:00,1,"[['None', '0.5754'], ['Mike Pence', '0.3565'], ['Donald Trump', '0.0681']]",['http://peoplesworld.org/pence-heaps-praise-on-alec/'],E
8281848,2016-07-15-040867,"I have guns. I used to be a licensed dealer. But this is not a Second Amendment rally,",None,[],2016-07-15 00:52:00,1,"[['None', '0.6128'], ['Calvin Williams', '0.3609'], ['Donald Trump', '0.0263']]",['http://bostonglobe.com/news/politics/2016/07/14/cleveland-protesters-prepare-for-republican-national-convention-under-heightened-tensions/MZ55FIBtr5VZcvys7BeZQL/story.html'],E
8282467,2016-04-25-043048,I'm a strong supporter of the Second Amendment; I have had a permit to carry a weapon in Virginia for a long time; I believe that it's important; it's important to me personally and to a lot of people in the situation that I'm in to be able to defend myself and my family.,James Webb,"['Q16215635', 'Q39079178']",2016-04-25 02:19:00,1,"[['James Webb', '0.865'], ['None', '0.1024'], ['United States Naval Institute', '0.0142'], ['Phillip Thompson', '0.0072'], ['Aung San Suu Kyi', '0.0057'], ['Than Shwe', '0.0055']]",['http://military.wikia.com/wiki/Jim_Webb?diff=2564265&oldid=2506302'],E
8284842,2016-04-23-055504,"The Second Amendment is part of the Bill of Rights and it is as important as the rest of the Bill of Rights. It is not some odd duckling out there. And the media, I don't think, would be reporting Obama's actions the same way if, by executive order, he was going to make journalists register.",Rand Paul,['Q463557'],2016-04-23 04:03:53,1,"[['Rand Paul', '0.9634'], ['None', '0.0366']]",['http://bearingarms.com/jenn-j/2016/04/23/meme-of-the-day-equal-parts/'],E
