,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
8175755,2016-08-03-087798,"Supporters of California gun control initiative have big fundraising lead over opponents,",Patrick Kennedy,"['Q16105663', 'Q17541361', 'Q247915', 'Q7146936', 'Q7146939']",2016-08-03 20:40:54,1,"[['Patrick Kennedy', '0.573'], ['None', '0.3085'], ['Bill Burton', '0.1185']]",['http://www.politico.com/tipsheets/california-playbook/2016/08/meg-whitman-for-hillary-schumer-for-harris-gop-down-ticket-fears-215680'],E
8176192,2016-12-29-069062,The NRA had a great night.... The gun lobby claimed to have defeated 19 of the 24 members on their hit list. They did at least that much damage and could rightly claim to have made [ Newt ] Gingrich the House Speaker.,Bill Clinton,['Q1124'],2016-12-29 20:47:00,1,"[['Bill Clinton', '0.8685'], ['None', '0.0857'], ['Hillary Clinton', '0.0403'], ['Al Gore', '0.0055']]",['https://www.nraila.org/articles/20161229/gun-vote-wins'],E
8178198,2016-04-26-000721,"100 percent pro-family, pro-traditional marriage, and pro-second amendment,",None,[],2016-04-26 04:21:31,2,"[['None', '0.5657'], ['MATT CARTWRIGHT', '0.4343']]","['http://timesleader.com/news/local/535343/a-look-at-candidates-for-u-s-senate-and-u-s-house-youll-see-on-tuesdays-ballot', 'http://timesleader.com/news/local/535771/connolly-takes-17th-congressional-district-by-a-landslide-will-face-cartwright-in-november']",E
8180769,2016-05-03-047158,"In Georgia, Governor Deal took those concerns to heart and vetoed the legislation. In Tennessee, Governor Haslam ignored his own constituents to side with the gun lobby,",None,[],2016-05-03 18:51:20,1,"[['None', '0.7858'], ['Bill Haslam', '0.1321'], ['Gov. Nathan Deal', '0.0821']]",['http://tennessean.com/story/news/politics/2016/05/03/tennessee-georgia-campus-carry-bills-have-big-differences/83889904/'],E
8181872,2016-08-04-079135,"Obviously by now, what they're doing is not just separate, random missile tests. I think they are doing all of this with a systematic, comprehensive purpose of upgrading and refining their missile technologies, which is not only a grave challenge to the global nonproliferation system but also poses a clear, present danger to the security of all countries in the region,",Oh Joon,['Q21710125'],2016-08-04 00:41:07,2,"[['Oh Joon', '0.542'], ['Samantha Power', '0.3221'], ['None', '0.1216'], ['Stephane Dujarric', '0.0144']]","['http://www.koreaherald.com/view.php?ud=20160804000177', 'http://www.koreaherald.com/view.php?ud=20160804000726']",E
8185373,2016-07-09-003766,are not going to be confined by a gun law that we pass.,Ken Paxton,['Q6388290'],2016-07-09 17:04:10,16,"[['Ken Paxton', '0.9494'], ['None', '0.0488'], ['President Barack Obama', '0.0018']]","['http://abs-cbnnews.com/overseas/07/10/16/after-painful-week-obama-urges-americans-not-to-despair-over-divisions', 'http://inforum.com/news/crime/4070947-after-painful-week-obama-urges-americans-not-despair-over-divisions', 'http://mitchellrepublic.com/news/nation/4070973-after-painful-week-obama-urges-americans-not-despair-over-divisions', 'http://nst.com.my/news/2016/07/157444/after-painful-week-obama-urges-americans-not-despair-over-divisions', 'http://nst.com.my/node/157444', 'http://www.canberratimes.com.au/world/dallas-aftermath-barrack-obama-denies-us-is-divided-over-race-20160710-gq2dee.html', 'http://scmp.com/news/world/united-states-canada/article/1987919/obama-cites-guns-contributing-tensions-between', 'http://scmp.com/news/world/united-states-canada/article/1987919/obama-says-america-not-divided-some-suggest-guns', 'http://cms.trust.org/item/20160710054429-0o06j/?source=hpMostPopularTheWire', 'https://sg.news.yahoo.com/obama-urges-americans-not-despair-over-divisions-painful-060249433.html', 'https://www.yahoo.com/news/painful-week-obama-urges-americans-not-despair-over-003311146.html?ref=gs', 'http://www.metro.us/news/after-painful-week-obama-urges-americans-not-to-despair-over-divisions/jZzpgj---gZNpSdLoeIoyoef9b7Qybw/', 'http://christiannewstoday.com/business/dallas-police-search-parking-garage-after-anonymous-threat-against-cops-2/18373', 'http://news.smh.com.au/world/dallas-aftermath-barrack-obama-denies-us-is-divided-over-race-20160710-gq2dee.html', 'http://bangordailynews.com/2016/07/10/news/nation/obama-urges-americans-not-to-despair-over-divisions-after-painful-week/', 'http://bangordailynews.com/2016/07/10/news/nation/obama-urges-americans-not-to-despair-over-divisions-after-painful-week/?ref=latest']",E
8185551,2016-05-20-011970,"big Second Amendment guy,",Ron DeSantis,['Q3105215'],2016-05-20 20:08:21,18,"[['Ron DeSantis', '0.5775'], ['None', '0.2331'], ['Donald Trump', '0.075'], ['Anthony Rizzo', '0.0431'], ['Debbie Wasserman Schultz', '0.0271'], ['Chris Matthews', '0.011'], ['Scott Israel', '0.0093'], ['Adam Putnam', '0.0062'], ['David Hogg', '0.0047'], ['Richard Corcoran', '0.0039'], ['Louis Freeh', '0.0025'], ['Douglas Scott', '0.0025'], ['Michael Mayo', '0.0024'], ['Scott Travis', '0.0011'], ['President Donald Trump', '5.0E-4']]","['http://www.nationalmemo.com/trump-panders-on-guns-after-receiving-nra-endorsement/', 'http://www.sun-sentinel.com/news/politics/fl-florida-school-shooting-ron-desantis-second-amendment-20180410-story.html#nt=oft12aH-1li3', 'http://www.sun-sentinel.com/news/politics/florida-politics-blog/fl-florida-school-shooting-ron-desantis-second-amendment-20180410-story.html', 'http://floridapolitics.com/archives/260687-sunburn-the-morning-read-of-whats-hot-in-florida-politics-4-11-18', 'http://weblogs.sun-sentinel.com/news/politics/fl-florida-school-shooting-wasserman-schultz-fbi-israel-20180416-story.html#nt=oft12aH-1li3', 'http://www.sun-sentinel.com/fl-florida-school-shooting-wasserman-schultz-fbi-israel-20180416-story.html', 'http://www.sun-sentinel.com/news/politics/fl-florida-school-shooting-wasserman-schultz-fbi-israel-20180416-story.html#nt=oft12aH-1li3', 'http://weblogs.sun-sentinel.com/local/broward/parkland/florida-school-shooting/#nt=oft12aH-1gp5', 'http://weblogs.sun-sentinel.com/local/broward/parkland/florida-school-shooting/sfl-stoneman-douglas-shooting-complete-coverage-link-story.html#nt=oft12aH-1la1', 'http://weblogs.sun-sentinel.com/news/politics/fl-reg-adam-putnam-governor-forum-club-20180427-story.html#nt=oft12aH-1li3', 'http://www.sun-sentinel.com/news/politics/fl-reg-adam-putnam-governor-forum-club-20180427-story.html#nt=oft12aH-1li3', 'http://www.sun-sentinel.com/fl-reg-gop-governor-debate-20180506-story.html', 'http://www.sun-sentinel.com/news/politics/fl-reg-gop-governor-debate-20180506-story.html#nt=oft12aH-1li3', 'http://www.sun-sentinel.com/news/politics/fl-reg-florida-governor-primary-tie-fau-poll-may-20180508-story.html#nt=oft12aH-1li3', 'http://www.sun-sentinel.com/news/politics/florida-politics-blog/fl-reg-florida-governor-primary-tie-fau-poll-may-20180508-story.html']",E
8189458,2016-02-16-093005,Ted Nugent under fire for `anti-Semitic' Facebook post calling pro-gun control Jewish politicians `Nazis in disguise. ',None,[],2016-02-16 12:29:37,1,"[['None', '0.8752'], ['Ted Nugent', '0.0795'], ['Glenn Beck', '0.0453']]",['http://www.patheos.com/blogs/slacktivist/2016/02/16/feigning-disinterest-in-the-difference-between-accuracy-and-inaccuracy-is-not-objective-journalism-a-case-study/'],E
8190149,2016-07-01-108930,there are no significant differences between them and military assault weapons.,None,[],2016-07-01 09:01:24,1,"[['None', '0.6931'], ['Tammy Baldwin', '0.3069']]",['http://politifact.com/wisconsin/statements/2016/jul/01/tammy-baldwin/was-gun-used-orlando-shooter-weapon-war/'],E
8192098,2016-05-03-002822,"According to campus police chiefs, not only will this new law make campuses less safe, it will also require them to scrap their FBI training protocol when it comes to responding to an active shooter situation. Additionally, numerous faculty members have indicated they will resign over this. But, in our state, the gun lobby is more influential than law enforcement and the wishes of the NRA trump the concerns of our public colleges and universities,",None,[],2016-05-03 12:33:12,1,"[['None', '0.8145'], ['Lee Harris', '0.1015'], ['Bill Haslam', '0.084']]",['http://wbir.com/news/politics/haslam-allows-controversial-guns-on-campus-bill-to-become-law/164995266'],E
8192785,2016-06-17-000321,"Democrats say this is all about gun control, and Republicans say this is all about Muslims. Now, the important thing to remember is that our society has largely made up its mind on guns. A tragedy like this, just speaking in cold political terms, doesn't move the needle,",Rick Wilson,"['Q16186444', 'Q16196773', 'Q28421760', 'Q3431613', 'Q605482', 'Q7331863', 'Q7331864']",2016-06-17 23:57:36,1,"[['Rick Wilson', '0.9499'], ['None', '0.0442'], ['Marion Hammer', '0.0059']]",['http://sunshinestatenews.com/story/weekly-roundup-you-just-cant-imagine-happening'],E
8194603,2016-08-04-056878,"Instead, we've debated gun control.",Ron Johnson,"['Q1741083', 'Q19879325', 'Q20639273', 'Q21229090', 'Q27923350', 'Q3892458', 'Q3940971', 'Q7363984', 'Q7363985', 'Q7363986', 'Q7363987', 'Q7363989', 'Q970272']",2016-08-04 10:26:41,2,"[['Ron Johnson', '0.916'], ['None', '0.0723'], ['Russ Feingold', '0.0097'], ['Tim Huelskamp', '0.002']]","['http://washingtonexaminer.com/senator-obama-says-talking-about-the-debt-makes-people-scared/article/2598475', 'http://m.washingtonexaminer.com/senator-obama-says-talking-about-the-debt-makes-people-scared/article/2598475']",E
8196496,2016-07-01-098720,"The court could have decided that gun laws don't cover domestic violence crimes in which the abuser's intent isn't clearly violent -- and that could have, depending on how some states and the feds apply their domestic violence laws, limited the scope of federal restrictions on guns for domestic abusers,",German Lopez,['Q3104266'],2016-07-01 23:34:20,1,"[['German Lopez', '0.8851'], ['None', '0.1149']]",['http://outdoorlife.com/blogs/gun-shots/gun-news-week-poll-shows-92-percent-americans-support-universal-background-checks'],E
8201910,2016-07-21-074623,"I've always considered myself a democrat so I'm already convinced that I would have voted for Hillary Clinton if I was an American. I agree with her stances that relate to gun control, abortion, and immigration. As for Clinton herself, she seems like a strong, highly intelligent and opinionated person and of course, a woman. It's time that the world be managed by a woman.",None,[],2016-07-21 07:15:00,1,"[['None', '0.9412'], ['Hillary Clinton', '0.0588']]",['http://www.jerusalemonline.com/news/world-news/the-israeli-connection/analysis-what-do-average-israelis-think-of-hillary-clinton-22482'],E
8203319,2016-05-19-101552,"The Gun Control Act defines a person as `any individual, company, association, firm, partnership, society or joint stock company, '",None,[],2016-05-19 17:09:11,3,"[['None', '0.7341'], ['Ryan Watson', '0.2659']]","['http://www.washingtontimes.com/news/2016/may/19/machine-gun-ban-upheld-by-federal-appeals-court/?utm_source=RSS_Feed&utm_medium=RSS', 'http://p.washingtontimes.com/news/2016/may/19/machine-gun-ban-upheld-by-federal-appeals-court/', 'http://washingtontimes.com/news/2016/may/19/machine-gun-ban-upheld-by-federal-appeals-court/']",E
8203540,2016-07-17-055262,"the Second Amendment was not written to ensure protection against criminals, nor was it written to protect the rights of hunters. This is of critical importance, as it immediately undermines any argument on restricting so-called `assault weapons' and the like as overly powerful for civilian ownership. The whole point of firearm ownership is that it allows civilians to fight against agents of the government, be they law enforcement officers or members of the American military, should a situation arise when the government grossly violates the rights of American citizens.",None,[],2016-07-17 04:00:00,1,"[['None', '0.7682'], ['Wayne LaPierre', '0.1166'], ['Micah Johnson', '0.1152']]",['http://www.post-gazette.com/opinion/Op-Ed/2016/07/17/The-Dallas-shooter-and-the-NRA/stories/201607170038'],E
8207765,2016-02-14-031832,"I would note, look, how do we know Donald Trump's record on this is going to be bad? He has supported liberals for four decades, Jimmy Carter, John Kerry, Hillary Clinton, Chuck Schumer, Sen. Harry Reid (D-NV), anyone who cares about judges would not be supporting Harry Reid and Chuck Schumer and John Kerry and Hillary Clinton. And the consequence is if either Hillary or Bernie or Donald Trump is the president, we will see the Second Amendment written out of the Constitution. This is a basic question who will defend our liberties.",Ted Cruz,['Q2036942'],2016-02-14 07:46:17,1,"[['Ted Cruz', '0.9537'], ['None', '0.0463']]",['http://www.breitbart.com/video/2016/02/14/cruz-if-trump-is-president-we-will-see-the-second-amendment-written-out-of-the-constitution/#disqus_thread'],E
8207833,2016-05-29-026480,If she gets to appoint her judges [ Supreme Court justices ] she will abolish the Second Amendment.,Donald Trump,"['Q22686', 'Q27947481']",2016-05-29 04:41:59,1,"[['Donald Trump', '0.7867'], ['None', '0.1877'], ['Hillary Clinton', '0.0256']]",['http://buffalonews.com/opinion/letters-to-the-editor/letter-trumps-ignorance-should-alarm-voters-20160529'],E
8209505,2016-09-26-083663,"Second Amendment rights are for whites only,",Eugene Robinson,"['Q5407694', 'Q5407695']",2016-09-26 18:26:09,2,"[['Eugene Robinson', '0.6175'], ['None', '0.3223'], ['Dred Scott', '0.039'], ['Alton Sterling', '0.0115'], ['Philando Castile', '0.0097']]","['http://time.com/4507852/second-amendment-all-citizens-history/?xid=homepage', 'https://time.com/4507852/second-amendment-all-citizens-history/']",E
8213540,2016-11-29-002672,"Gun deaths have risen sharply since the passage of Florida's controversial `stand your ground' gun law, a new study found,",None,[],2016-11-29 23:05:54,1,"[['None', '0.565'], ['Hayley Miller', '0.435']]",['http://www.theroot.com/blog/journal-isms/has-u-s-media-coverage-of-castros-death-been-overly-politicized/'],E
8215901,2016-05-18-075467,Mr. Trump's policies on the Second Amendment will only strengthen Americans' constitutional right to bear arms.,None,[],2016-05-18 19:09:36,1,"[['None', '0.7563'], ['Donald Trump', '0.2437']]",['http://slog.thestranger.com/news/2016/05/18/24094548/seattle-trump-supporters-gather-in-a-top-secret-location'],E
8219916,2016-02-18-019507,"Contrary to the fiction recited by Bundy and his Followers to others, including children, there is no First or Second Amendment right or other right recognized in the law anywhere that gives anyone the right to use or carry, let alone brandish, raise or point, a firearm in order to assault, intimidate, interfere with or prevent a federal law enforcement officer from performing his or her duties -- whether one thinks the officer is acting constitutionally or not.",Cliven Bundy,['Q22082722'],2016-02-18 06:00:00,2,"[['Cliven Bundy', '0.8033'], ['None', '0.1967']]","['http://www.washingtonpost.com/blogs/wonkblog/wp/2016/02/18/the-11-sickest-burns-from-the-federal-complaint-against-cliven-bundy/', 'https://www.washingtonpost.com/news/wonk/wp/2016/02/18/the-11-sickest-burns-from-the-federal-complaint-against-cliven-bundy/']",E
8222968,2016-05-12-087285,"Our site rules state that we reserve the right to reject listings at our sole discretion, and have done so with the Zimmerman listing. We want no part in the listing on our web site or in any of the publicity it is receiving. GunBroker prides itself in being a safe and legal way to buy and sell firearms online in full compliance with all Federal, State, and local laws. GunBroker proudly supports the Second Amendment rights of the American public. GunBroker will not be fielding press inquiries regarding this matter.",George Zimmerman,['Q14165349'],2016-05-12 21:10:36,11,"[['George Zimmerman', '0.4454'], ['None', '0.3552'], ['Trayvon Martin', '0.1995']]","['http://kxlf.com/story/31955699/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin', 'http://kbzk.com/story/31955699/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin', 'http://krtv.com/story/31955699/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin', 'http://ktvq.com/story/31955699/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin', 'http://kitv.com/story/31955699/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin', 'http://kpax.com/story/31955699/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin', 'http://wicz.com/story/31955699/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin', 'http://nbc-2.com/story/31955699/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin', 'http://gantdaily.com/2016/05/12/auction-site-refuses-to-sell-gun-purportedly-used-to-kill-trayvon-martin/', 'http://sunshinestatenews.com/story/zimmerman-resurfaces-trying-auction-trayvon-martin-death-gun', 'http://krcrtv.com/news/gun-in-trayvon-martin-death-no-longer-on-site/39511076']",E
8224374,2016-12-09-104299,"They get pressure from the pro-gun lobby to move on some of these really radical and dangerous ideas,",None,[],2016-12-09 12:00:00,1,"[['None', '0.9033'], ['Scott Walker', '0.0454'], ['Devin LeMahieu', '0.0394'], ['Jesse Kremer', '0.0119']]",['http://host.madison.com/ct/news/local/education/university/uw-madison-students-lining-up-against-bill-that-would-allow/article_bf70699f-4b7a-50ef-af3b-e21c862bee65.html'],E
8229541,2016-08-10-069744,"Nobody in that room thought anything other than that. This is a political movement. This is a strong powerful movement, the Second Amendment. Hillary wants to take your guns away. She wants to leave you unprotected in your home.",None,[],2016-08-10 14:00:00,21,"[['None', '0.4977'], ['Robby Mook', '0.3299'], ['Hillary Clinton', '0.1017'], ['Donald Trump', '0.0708']]","['http://www.coffscoastadvocate.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.dailyexaminer.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.dailymercury.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.sunshinecoastdaily.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.tweeddailynews.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.warwickdailynews.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.gympietimes.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.thechronicle.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://ballinaadvocate.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.themorningbulletin.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.news-mail.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.southburnetttimes.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.frasercoastchronicle.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.byronnews.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.thesatellite.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.qt.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.chinchillanews.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.noosanews.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://www.centraltelegraph.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://caboolturenews.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/', 'http://northernstar.com.au/news/secret-service-talks-donald-trump-camp-over-hillar/3075408/']",E
8230486,2016-07-05-079491,"The cell in Verviers aimed for the bloodiest possible attacks using bombs and automatic weapons,",None,[],2016-07-05 14:13:00,3,"[['None', '0.6711'], ['Said Kouachi', '0.2682'], ['Abdelhamid Abaaoud', '0.0608']]","['https://www.yahoo.com/news/belgian-judge-sentences-jihadists-16-years-prison-140214131.html?ref=gs', 'http://www.bbc.co.uk/news/world-europe-36717286', 'http://mwcnews.net/news/europe/59688-paris-attack-suspects.html']",E
8232026,2016-07-01-132890,"We want two common-sense gun bills to pass next week. One is lets close this gun show loophole. Everyone who buys a gun must have a background check. And listen, if you are too much of a risk to the security of the country to be allowed to fly on a plane, you should not be able to buy a gun,",Lois Frankel,['Q3182451'],2016-07-01 09:00:26,3,"[['Lois Frankel', '0.7563'], ['None', '0.2438']]","['http://wptv.com/news/region-c-palm-beach-county/west-palm-beach/us-rep-frankel-hosts-sit-in-to-demand-action-to-prevent-gun-violence', 'http://wptv.com/news/region-c-palm-beach-county/west-palm-beach/us-rep-frankel-hosts-sit-in-to-demand-action-to-prevent-gun-violence?autoplay=true', 'http://wflx.com/story/32352766/rep-frankel-hosts-sit-in-urges-gun-legislation']",E
8233151,2016-12-04-005360,"At first blush, I think we are all pretty happy with what we're seeing. (Trump) is saving some jobs already and obviously the Second Amendment is a big part of his program. I would expect that to be a good thing in the long run.",None,[],2016-12-04 08:00:00,2,"[['None', '0.9515'], ['Donald Trump', '0.0485']]","['http://cdapress.com/news/local_news/article_4a964ad2-b9dd-11e6-98df-d3217dde82bd.html', 'http://cdapress.com/news/political/article_4a964ad2-b9dd-11e6-98df-d3217dde82bd.html']",E
8233503,2016-12-08-018726,"David Petraeus is co-founder of Veterans for Common Sense to create this impression that veterans and military people think that there should be no Second Amendment rights in America -- and that's a particularly insidious notion,",Mike Hammond,['Q19958006'],2016-12-08 11:31:19,1,"[['Mike Hammond', '0.7406'], ['None', '0.2111'], ['David Petraeus', '0.0483']]",['http://onenewsnow.com/politics-govt/2016/12/08/petraeus-poor-pick-for-gun-rights'],E
8233567,2016-08-09-017041,"Donald Trump was obviously talking about American voters who are passionate about their Second Amendment rights and advocating they use that power at the ballot box,",None,[],2016-08-09 07:29:00,4,"[['None', '0.6371'], ['Jason Miller', '0.2364'], ['Donald Trump', '0.1119'], ['Hillary Clinton', '0.0147']]","['https://www.washingtonpost.com/opinions/trumps-reckless-call-to-second-amendment-people/2016/08/09/a6aa4be2-5e76-11e6-af8e-54aa2e849447_story.html', 'http://pedestrian.tv/news/arts-and-culture/trump-may-or-may-not-have-told-gun-totin-voters-to/0d4443f9-83b8-479d-abb8-b9077ea3168f.htm', 'http://www.startribune.com/opinion/389796761.html', 'http://magicvalley.com/news/opinion/columns/other-view-trump-s-reckless-call-to-second-amendment-people/article_bb9829fd-049d-574f-bb14-05ba92bc007e.html#comments']",E
8236303,2016-02-14-051480,"Obama wants to send up a radical, to eliminate the Second Amendment right to bear arms, to eliminate religious liberty, to impose bigger government and more power in Washington,",Newt Gingrich,['Q182788'],2016-02-14 15:54:08,1,"[['Newt Gingrich', '0.9128'], ['None', '0.0872']]",['http://insider.foxnews.com/2016/02/14/newt-gingrich-president-obama-should-nominate-somebody-scalia-tradition'],E
8239336,2016-05-20-148934,"You're wrong, @realDonaldTrump. We can uphold Second Amendment rights while preventing senseless gun violence.",Hillary Clinton,['Q6294'],2016-05-20 01:56:13,43,"[['Hillary Clinton', '0.4601'], ['None', '0.2645'], ['Donald Trump', '0.2426'], ['Maya Harris', '0.0326'], ['Trayvon Martin', '3.0E-4']]","['http://kvia.com/news/elections/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://localnews8.com/news/politics/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://channel3000.com/news/politics/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://news8000.com/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://wcti12.com/news/politics/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://wcyb.com/news/politics/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://wfmz.com/news/news-election/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://ksbw.com/politics/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://kionrightnow.com/news/politics/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://ktvz.com/news/politics/trump-thanks-nra-for-endorsement-vows-to-cherish-2nd-amendment/39648826', 'http://feeds.nydailynews.com/~r/nydnrss/sports/hockey/islanders/~3/WrkqsvGjUSE/nra-endorses-donald-trump-surprise-article-1.2644195', 'http://rss.cnn.com/r/f75c61e404/0L0Scnn0Bcom0C20A160C0A50C20A0Cpolitics0Cdonald0Etrump0Enational0Erifle0Eassociation0Cindex0Bhtml0Deref0Frss0Ilatest', 'http://gantdaily.com/2016/05/20/without-evidence-trump-tells-nra-clinton-will-abolish-2nd-amendment/', 'http://local10.com/news/politics/donald-trump-goes-after-hillary-clinton-on-guns', 'http://gantdaily.com/2016/05/20/donald-trump-goes-after-hillary-clinton-on-guns/', 'http://blogs.abcnews.com/Politics/hillary-clinton-plans-fire-back-trump-nra-remarks/story?id=39280417', 'http://wdrb.com/story/32029996/trump-uses-nra-stage-to-take-aim-at-clinton', 'http://adn.com/nation-world/2016/5/21/at-nra-trump-completes-his-pro-gun-transformation/', 'http://www.kolotv.com/content/news/-Donald-Trump-goes-after-Hillary-Clinton-on-guns-380348021.html', 'http://www.wimsradio.com/2016/05/21/hillary-clinton-plans-to-fire-back-at-trump-for-nra-remarks-2/', 'http://www.wimsradio.com/2016/05/21/hillary-clinton-plans-to-fire-back-at-trump-for-nra-remarks/', 'http://kwbe.com/abc_politics/hillary-clinton-plans-to-fire-back-at-trump-for-nra-remarks-abcid35693884/', 'http://kticradio.com/abc_politics/hillary-clinton-plans-to-fire-back-at-trump-for-nra-remarks-abcid35693884/', 'http://www.mycentraloregon.com/2016/05/21/hillary-clinton-plans-to-fire-back-at-trump-for-nra-remarks/', 'http://6abc.com/news/clinton-plans-to-fire-back-at-trump-for-nra-remarks/1349687/', 'http://abc30.com/news/clinton-plans-to-fire-back-at-trump-for-nra-remarks/1349687/', 'http://abc7.com/news/clinton-plans-to-fire-back-at-trump-for-nra-remarks/1349687/', 'http://abc7chicago.com/news/clinton-plans-to-fire-back-at-trump-for-nra-remarks/1349687/', 'http://abc7news.com/news/clinton-plans-to-fire-back-at-trump-for-nra-remarks/1349687/', 'http://abc11.com/news/clinton-plans-to-fire-back-at-trump-for-nra-remarks/1349687/', 'http://m.washingtonexaminer.com/clinton-trumps-gun-policies-put-kids-at-risk-of-violence/article/2591980', 'http://washingtonexaminer.com/clinton-trumps-gun-policies-put-kids-at-risk-of-violence/article/2591980', 'http://abc13.com/news/clinton-fires-back-at-trump-for-nra-remarks/1349687/', 'http://abc30.com/news/clinton-fires-back-at-trump-for-nra-remarks/1349687/', 'http://abc7.com/news/clinton-fires-back-at-trump-for-nra-remarks/1349687/', 'http://6abc.com/news/clinton-fires-back-at-trump-for-nra-remarks/1349687/', 'http://abc7chicago.com/news/clinton-fires-back-at-trump-for-nra-remarks/1349687/', 'http://abc7news.com/news/clinton-fires-back-at-trump-for-nra-remarks/1349687/', 'http://abc11.com/news/clinton-fires-back-at-trump-for-nra-remarks/1349687/', 'http://kwbe.com/abc_politics/hillary-clinton-fires-back-at-donald-trump-for-nra-remarks-abcid35693884/', 'http://kticradio.com/abc_politics/hillary-clinton-fires-back-at-donald-trump-for-nra-remarks-abcid35693884/', 'http://dailycaller.com/2016/05/25/is-trump-right-about-hillarys-views-on-guns/']",E
8239366,2016-09-16-000623,[ t ] here's other cities that have way tougher gun laws. We have weak gun laws and we have to do a better job of being leaders.,Dwyane Wade,['Q31683'],2016-09-16 21:28:31,2,"[['Dwyane Wade', '0.8486'], ['None', '0.1514']]","['https://www.nraila.org/articles/20160916/the-myth-of-chicago-s-lax-gun-laws', 'http://dailycaller.com/2016/09/19/the-myth-of-chicagos-lax-gun-laws/']",E
8239906,2016-08-10-011414,"bring up sensible gun control / violence prevention legislation, and allow a vote to expand background checks, close the gun show laws and ban assault weapons.",None,[],2016-08-10 10:02:17,1,"[['None', '0.7137'], ['John Lewis', '0.2742'], ['Letitia James', '0.0121']]",['http://caribbeanlifenews.com/stories/2016/7/2016-08-12-nk-gun-violence-epidemic-cl.html#feedback'],E
8245818,2016-07-27-155628,"Whether that's on gun control or protecting a woman's right to choose or any of the things that we've talked about. She also tells you how she's going to pay for it, which I also think is super important.",Chelsea Clinton,['Q229671'],2016-07-27 21:35:00,1,"[['Chelsea Clinton', '0.8716'], ['None', '0.1284']]",['http://cosmopolitan.com/politics/news/a61998/chelsea-clinton-ivanka-trump-equal-pay-question-donald/'],E
8249794,2016-02-18-084998,"Nobody thought this was going to be part of the equation.... [ but ] all of a sudden, if the wrong person gets in they'll take the Second Amendment away so fast your head will spin.",Donald Trump,"['Q22686', 'Q27947481']",2016-02-18 17:08:00,2,"[['Donald Trump', '0.8935'], ['None', '0.103'], ['Michael Bloomberg', '0.0018'], ['Hillary Clinton', '0.0017']]","['http://www.courthousenews.com/2016/02/18/trump-vows-to-appoint-pro-gun-justice.htm', 'http://www.courthousenews.com/2016/02/18/trump-vows-to-appoint-pro-gun-supreme-court-justice-at-s-c-rally.htm']",E
